,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
571,GOMPERS (SAMUEL),Gompers  #5 - Low,"gompers monument, at foster and pulaski",4222 W FOSTER AVE,2,4/19/17,,,,,,,,,0.472,,,41.9758471,-87.7344154
572,GOMPERS (SAMUEL),Gompers  #6,"north of keeler parking lot, near tennis courts",4222 W FOSTER AVE,2,4/19/17,,,,,,,,,0.988,,,41.9758471,-87.7344154
573,GOMPERS (SAMUEL),Gompers  #7,"on path, north of basketball court, south of the lagoon",4222 W FOSTER AVE,2,4/19/17,,,,,,,,,0.12,,,41.9758471,-87.7344154
574,GOMPERS (SAMUEL),Gompers  #8,"on path, southeast of casting pier",4222 W FOSTER AVE,2,4/19/17,,,15.7,6/30/17,,,,,39.8,65,2,41.9758471,-87.7344154
575,GOMPERS (SAMUEL),Gompers  #9,"on path, across lagoon from casting pier",4222 W FOSTER AVE,2,4/19/17,,,8.81,6/30/17,,,,,61.7,100,2.6,41.9758471,-87.7344154
576,GOOSEBERRY,Gooseberry  #1 - High,near entrance on malden,4648 N MALDEN ST,2,5/15/17,,,,,,,,,60,,,41.9687299,-87.6628804
577,GOOSEBERRY,Gooseberry  #1 - Low,near entrance on malden,4648 N MALDEN ST,2.07,5/15/17,,,,,,,,,,,,41.9687299,-87.6628804
578,GOUDY (WILLIAM) SQUARE,Goudy Square #1 - High,center of playground,1255 N ASTOR ST,2,4/18/17,,,,,,,,,2,,,41.9059314,-87.6273129
579,GOUDY (WILLIAM) SQUARE,Goudy Square #1 - Middle,center of playground,1255 N ASTOR ST,2,4/18/17,,,,,,,,,2,,,41.9059314,-87.6273129
580,GOUDY (WILLIAM) SQUARE,Goudy Square #1 - Low,center of playground,1255 N ASTOR ST,2,4/18/17,,,,,,,,,2,,,41.9059314,-87.6273129
581,GRAND,Grand  #1,near park entrance on grand,3531 W GRAND AVE,3.87,4/7/17,,,36,6/27/17,,,,,54.2,38,9,41.9236014,-87.794856
582,GRAND CROSSING,Grand Crossing  #1,"east door to fieldhouse, by basketball court",7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,2.43,,,41.75566955,-87.60043714
583,GRAND CROSSING,Grand Crossing  #2,northeast of parking lot,7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,9,,,41.75566955,-87.60043714
584,GRAND CROSSING,Grand Crossing  #3,south of tennis courts,7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,1.05,,,41.75566955,-87.60043714
585,GRAND CROSSING,Grand Crossing  #4,"between south baseball diamonds, in field, at 78th and ellis",7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,9.75,,,41.75566955,-87.60043714
586,GRAND CROSSING,Grand Crossing  #5,1st baseline of nw diamond,7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,6.74,,,41.75566955,-87.60043714
587,GRAND CROSSING,Grand Crossing  #6 - High,west side of parking lot,7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,4.87,,,41.75566955,-87.60043714
588,GRAND CROSSING,Grand Crossing  #6 - Low,west side of parking lot,7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,4.14,,,41.75566955,-87.60043714
589,GRAND CROSSING,Grand Crossing  #7 - High,"west door to fieldhouse,  east of playground",7655 S INGLESIDE AVE,2,4/20/17,,,,,,,,,10.1,,,41.75566955,-87.60043714
590,GRAND CROSSING,Grand Crossing  #7 - Low,"west door to fieldhouse,  east of playground",7655 S INGLESIDE AVE,3.68,4/20/17,,,,,,,,,6.18,,,41.75566955,-87.60043714
591,GRAND CROSSING,Grand Crossing  #8 - High,pook deck,7655 S INGLESIDE AVE,,,,,,,,,,,,,,41.75566955,-87.60043714
592,GRAND CROSSING,Grand Crossing  #8 - Low,pook deck,7655 S INGLESIDE AVE,,,,,,,,,,,,,,41.75566955,-87.60043714
593,GRANT (ULYSSES),Grant  #1,on path near 10-mile marker,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
594,GRANT (ULYSSES),Grant  #2,randolph comfort station,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
595,GRANT (ULYSSES),Grant  #3,north side - butler field,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,4.3,,,41.884487,-87.6239151
596,GRANT (ULYSSES),Grant  #4 - High,"east of lsd at jackson, middle path",331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
597,GRANT (ULYSSES),Grant  #4 - Low,"east of lsd at jackson, middle path",331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
598,GRANT (ULYSSES),Grant  #5 - Main Fountain,east side of butler field,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
599,GRANT (ULYSSES),Grant  #5 - Trough-5A,east side of butler field,331 E RANDOLPH ST,2,4/26/17,,,,,,,,,2,,,41.884487,-87.6239151
600,GRANT (ULYSSES),Grant  #5 - Trough-5B,east side of butler field,331 E RANDOLPH ST,2,4/26/17,,,,,,,,,2,,,41.884487,-87.6239151
601,GRANT (ULYSSES),Grant  #5 - Trough-5C,east side of butler field,331 E RANDOLPH ST,2,4/26/17,,,,,,,,,2,,,41.884487,-87.6239151
602,GRANT (ULYSSES),Grant  #5 - Trough-5D,east side of butler field,331 E RANDOLPH ST,2,4/26/17,,,,,,,,,2,,,41.884487,-87.6239151
603,GRANT (ULYSSES),Grant  #6,west side of butler field,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
604,GRANT (ULYSSES),Grant  #7,south side of butler field,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
605,GRANT (ULYSSES),Grant  #8 - High,north east rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
606,GRANT (ULYSSES),Grant  #8 - Low,north east rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2.3,,,41.884487,-87.6239151
607,GRANT (ULYSSES),Grant  #9 - High,northwest rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,11,,,41.884487,-87.6239151
608,GRANT (ULYSSES),Grant  #9 - Low,northwest rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,5.4,,,41.884487,-87.6239151
609,GRANT (ULYSSES),Grant  #10,north comfort men's room,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
610,GRANT (ULYSSES),Grant  #11,north comfort women's room,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
611,GRANT (ULYSSES),Grant  #12 - High,"northeast hedges, near crane girl",331 E RANDOLPH ST,,,,,,,,,,,,,,41.884487,-87.6239151
612,GRANT (ULYSSES),Grant  #12 - Low,"northeast hedges, near crane girl",331 E RANDOLPH ST,,,,,,,,,,,,,,41.884487,-87.6239151
613,GRANT (ULYSSES),Grant  #13 - High,north side - queen's landing,331 E RANDOLPH ST,2.01,4/5/17,,,,,,,,,2.3,,,41.884487,-87.6239151
614,GRANT (ULYSSES),Grant  #13 - Low,north side - queen's landing,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2.4,,,41.884487,-87.6239151
615,GRANT (ULYSSES),Grant  #14 - High,south side - queen's landing,331 E RANDOLPH ST,2.74,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
616,GRANT (ULYSSES),Grant  #14 - Low,south side - queen's landing,331 E RANDOLPH ST,2.96,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
617,GRANT (ULYSSES),Grant  #15 - High,northwest corner - dove girl,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
618,GRANT (ULYSSES),Grant  #15 - Low,northwest corner - dove girl,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
619,GRANT (ULYSSES),Grant  #16,south comfort station - women's room,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
620,GRANT (ULYSSES),Grant  #17,south comfort station - men's room,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
621,GRANT (ULYSSES),Grant  #18 - High,southwest rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
622,GRANT (ULYSSES),Grant  #18 - Low,southwest rose garden,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
623,GRANT (ULYSSES),Grant  #19 - High,southeast rose garden,331 E RANDOLPH ST,2,4/8/17,,,,,,,,,2.7,,,41.884487,-87.6239151
624,GRANT (ULYSSES),Grant  #19 - Low,southeast rose garden,331 E RANDOLPH ST,2,4/8/17,,,,,,,,,7.4,,,41.884487,-87.6239151
625,GRANT (ULYSSES),Grant  #20,michigan & harrison,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
626,GRANT (ULYSSES),Grant  #21,michigan & balbo,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,11,,,41.884487,-87.6239151
627,GRANT (ULYSSES),Grant  #22,upper hutchinson - north by balbo,331 E RANDOLPH ST,2.39,4/5/17,,,122,6/9/17,2,7/20/17,,,1200,91,16,41.884487,-87.6239151
628,GRANT (ULYSSES),Grant  #23,north lower hutchinson by balbo,331 E RANDOLPH ST,2,4/4/17,,,33.1,6/9/17,2,7/20/17,,,80,24,2,41.884487,-87.6239151
629,GRANT (ULYSSES),Grant  #24,lower hutchinson northeast stairs - base,331 E RANDOLPH ST,2.15,4/4/17,,,60.9,6/9/17,3,7/20/17,,,81,57,12,41.884487,-87.6239151
630,GRANT (ULYSSES),Grant  #25,lower hutchinson northeast stairs - top,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2.2,,,41.884487,-87.6239151
631,GRANT (ULYSSES),Grant  #26,northwest stair hutchinson base,331 E RANDOLPH ST,2.18,4/4/17,,,1550,6/9/17,2,7/20/17,,,46,48,5.9,41.884487,-87.6239151
632,GRANT (ULYSSES),Grant  #27 - High,"east of lsd , south of balbo - middle path",331 E RANDOLPH ST,2,4/5/17,,,,,,,,,9.1,,,41.884487,-87.6239151
633,GRANT (ULYSSES),Grant  #27 - Low,"east of lsd , south of balbo - middle path",331 E RANDOLPH ST,2.21,4/5/17,,,,,,,,,10,,,41.884487,-87.6239151
634,GRANT (ULYSSES),Grant  #28 - High,michigan & 8th,331 E RANDOLPH ST,47.4,5/6/17,22.5,,11.1,6/9/17,15,7/20/17,,,69,84,50,41.884487,-87.6239151
635,GRANT (ULYSSES),Grant  #28 - Low,michigan & 8th,331 E RANDOLPH ST,45.6,5/6/17,5.9,,11.6,6/9/17,,,,,75,84,44,41.884487,-87.6239151
636,GRANT (ULYSSES),Grant  #29,upper hutchinson - southwest - near tennis courts,331 E RANDOLPH ST,,,,,,,,,,,,,,41.884487,-87.6239151
637,GRANT (ULYSSES),Grant  #30 - High,michigan & 9th,331 E RANDOLPH ST,2.22,4/6/17,,,,,,,,,5.8,,,41.884487,-87.6239151
638,GRANT (ULYSSES),Grant  #30 - Low,michigan & 9th,331 E RANDOLPH ST,2.06,4/6/17,,,,,,,,,5.5,,,41.884487,-87.6239151
639,GRANT (ULYSSES),Grant  #31,lower hutchinson - southwest stair base,331 E RANDOLPH ST,2,4/4/17,,,268,6/9/17,4,7/20/17,,,560,170,2000,41.884487,-87.6239151
640,GRANT (ULYSSES),Grant  #32,lower hutchinson southeast stair base,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,5.4,,,41.884487,-87.6239151
641,GRANT (ULYSSES),Grant  #33 - High,grand park dog park,331 E RANDOLPH ST,2,4/4/17,,,,,,,,,2,,,41.884487,-87.6239151
642,GRANT (ULYSSES),Grant  #33 - Low,grand park dog park,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
643,GRANT (ULYSSES),Grant  #34,"columbus & 9th, west side, in front of service yard",331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
644,GRANT (ULYSSES),Grant  #35,east of lsd by concession stand on ledge - south monroe harbor,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
645,GRANT (ULYSSES),Grant  #36 - High,behind 11th street comfort station,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
646,GRANT (ULYSSES),Grant  #36 - Low,behind 11th street comfort station,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
647,GRANT (ULYSSES),Grant  #37,hanging on 11th street comfort station,331 E RANDOLPH ST,2,4/5/17,,,,,,,,,2,,,41.884487,-87.6239151
648,GRANT (ULYSSES),Grant  #38 - High,rosenburg fountain,331 E RANDOLPH ST,2,5/2/17,,,,,,,,,2,,,41.884487,-87.6239151
649,GRANT (ULYSSES),Grant  #38 - Low,rosenburg fountain,331 E RANDOLPH ST,2,5/2/17,,,,,,,,,2,,,41.884487,-87.6239151
650,GRANT (ULYSSES),Grant  #39 - High,grant park skate park,331 E RANDOLPH ST,2,5/2/17,,,,,,,,,2,,,41.884487,-87.6239151
651,GRANT (ULYSSES),Grant  #39 - Low,grant park skate park,331 E RANDOLPH ST,2,5/2/17,,,,,,,,,2,,,41.884487,-87.6239151
652,GRANT (ULYSSES),Grant  #40 - High,west of lsd by underpass to campus,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2.5,,,41.884487,-87.6239151
653,GRANT (ULYSSES),Grant  #40 - Low,west of lsd by underpass to campus,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
654,GRANT (ULYSSES),Grant  #41 - High,base of shedd ramp in bushes,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
655,GRANT (ULYSSES),Grant  #41 - Low,base of shedd ramp in bushes,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
656,GRANT (ULYSSES),Grant  #42 - High,front stair - base of field museum,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
657,GRANT (ULYSSES),Grant  #42 - Low,front stair - base of field museum,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
658,GRANT (ULYSSES),Grant  #43 - High,museum comfort station - hanging,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
659,GRANT (ULYSSES),Grant  #43 - Low,museum comfort station - hanging,331 E RANDOLPH ST,2,4/11/17,,,,,,,,,2,,,41.884487,-87.6239151
660,GRANT (ULYSSES),Grant  #44 - High,museum comfort station,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
661,GRANT (ULYSSES),Grant  #44 - Low,museum comfort station,331 E RANDOLPH ST,2,4/10/17,,,,,,,,,2,,,41.884487,-87.6239151
662,GRANT (ULYSSES),Grant  #45 - High,maggie daley - playground,331 E RANDOLPH ST,2,6/22/17,,,,,,,,,,,,41.884487,-87.6239151
663,GRANT (ULYSSES),Grant  #45 - Middle,maggie daley - playground,331 E RANDOLPH ST,2,6/22/17,,,,,,,,,,,,41.884487,-87.6239151
664,GRANT (ULYSSES),Grant  #45 - Low,maggie daley - playground,331 E RANDOLPH ST,2,6/22/17,,,,,,,,,,,,41.884487,-87.6239151
665,GRANT (ULYSSES),Grant  #46 - High,maggie daley - ice ribbon,331 E RANDOLPH ST,2,6/22/17,,,,,,,,,,,,41.884487,-87.6239151
666,GRANT (ULYSSES),Grant  #46 - Low,maggie daley - ice ribbon,331 E RANDOLPH ST,2,6/22/17,,,,,,,,,,,,41.884487,-87.6239151
667,GRAPE,Grape  #1,at entrance on avondale,2850 W AVONDALE AVE,4.52,4/18/17,,,22.8,6/26/17,,,,,21.1,26,87,41.93704,-87.705424
668,GRAVER (PHILIP),Graver  #1,northeast corner in field,1518 W 102ND PL,2,6/3/17,,,8.54,6/10/17,,,,,,,,41.7079602,-87.6342146
669,GRAVER (PHILIP),Graver  #2,north side of fieldhouse,1518 W 102ND PL,2,4/15/17,,,2,6/10/17,,,,,0.151,,,41.7079602,-87.6342146
670,GREEN (JEFFREY),Green  #1,north corner of park,6500 N ALGONQUIN AVE,7.53,4/4/17,,,,,,,,,76.9,117,16.4,42.001224,-87.7646848
671,GREEN BRIAR,Green Briar  #1,"northwest, at corner of greenlake and washtenaw",2650 W PETERSON AVE,7.1,4/13/17,,,32.6,6/8/17,,,,,24.4,50,12,41.99096285,-87.69637183
672,GREEN BRIAR,Green Briar  #2,"on talman, left field of north diamond",2650 W PETERSON AVE,3.19,4/13/17,,,22.6,6/8/17,,,,,59.1,68,11,41.99096285,-87.69637183
673,GREEN BRIAR,Green Briar  #3,by spraypool,2650 W PETERSON AVE,2,4/13/17,,,,,,,,,0.853,,,41.99096285,-87.69637183
674,GREENEBAUM (HENRY),Greenebaum  #1 - High,northeast corner of parking lot,4300 W WABANSIA AVE,2,4/11/17,,,,,,,,,0.178,,,41.9120948,-87.6927894
675,GREENEBAUM (HENRY),Greenebaum  #1 - Low,northeast corner of parking lot,4300 W WABANSIA AVE,2,4/11/17,,,,,,,,,0.178,,,41.9120948,-87.6927894
676,GREENEBAUM (HENRY),Greenebaum  #2 - High,"in playlot, north of wabansia",4300 W WABANSIA AVE,2,4/11/17,,,,,,,,,0.12,,,41.9120948,-87.6927894
677,GREENEBAUM (HENRY),Greenebaum  #2 - Middle,"in playlot, north of wabansia",4300 W WABANSIA AVE,2,4/11/17,,,,,,,,,0.12,,,41.9120948,-87.6927894
678,GREENEBAUM (HENRY),Greenebaum  #2 - Low,"in playlot, north of wabansia",4300 W WABANSIA AVE,2,4/11/17,,,,,,,,,0.12,,,41.9120948,-87.6927894
679,GRIFFIN (MARION MAHONY),Griffin  #1,south of jarvis parking lot,1234 W JARVIS AVE,10.5,4/15/17,,,115,6/3/17,3,7/20/17,,,16,11,10,42.016116,-87.6643413
680,GROSS (THEODORE),Gross  #1 - High,at entrance on lawrence,2708 W LAWRENCE AVE,5.87,4/15/17,,,14.3,7/20/17,,,,,34.3,35,14,41.96868715,-87.6966682
681,GROSS (THEODORE),Gross  #1 - Low,at entrance on lawrence,2708 W LAWRENCE AVE,5.96,4/15/17,,,12.9,7/20/17,,,,,34.4,27,11,41.96868715,-87.6966682
682,HAAS (JOSEPH),Haas  #1 - High,playground,2402 N WASHTENAW AVE,2,4/24/17,,,,,,,,,2,,,41.905681,-87.694461
683,HAAS (JOSEPH),Haas  #1 - Middle,playground,2402 N WASHTENAW AVE,2,4/24/17,,,,,,,,,2,,,41.905681,-87.694461
684,HAAS (JOSEPH),Haas  #1 - Low,playground,2402 N WASHTENAW AVE,2,4/24/17,,,,,,,,,2,,,41.905681,-87.694461
685,HALE (NATHAN),Hale  #1 - High,on pool deck,6258 W 62ND ST,2,4/3/17,,,,,,,,,0.774,,,41.7809473,-87.6934476
686,HALE (NATHAN),Hale  #1 - Low,on pool deck,6258 W 62ND ST,2,4/3/17,,,,,,,,,0.65,,,41.7809473,-87.6934476
687,HALE (NATHAN),Hale  #2,"south of tennis courts, on mulligan",6258 W 62ND ST,10.4,4/12/17,,,32.8,6/28/17,,,,,44.7,33.8,28.1,41.7809473,-87.6934476
688,HALE (NATHAN),Hale  #3 - High,"south of fieldhouse, on path",6258 W 62ND ST,2,4/3/17,,,,,,,,,0.12,,,41.7809473,-87.6934476
689,HALE (NATHAN),Hale  #3 - Low,"south of fieldhouse, on path",6258 W 62ND ST,2,4/3/17,,,,,,,,,0.12,,,41.7809473,-87.6934476
690,HALE (NATHAN),Hale  #4,"south side of park, between south diamonds",6258 W 62ND ST,2,4/12/17,,,,,,,,,0.268,,,41.7809473,-87.6934476
691,HAMILTON (ALEXANDER),Hamilton  #1,"west side of fieldhouse, on path",513 W 72ND ST,5.41,4/6/17,,,,,,,,,8.49,,,41.7628602,-87.63766537
692,HAMILTON (ALEXANDER),Hamilton  #2 - High,south side of playground,513 W 72ND ST,2,4/6/17,,,,,,,,,0.137,,,41.7628602,-87.63766537
693,HAMILTON (ALEXANDER),Hamilton  #2 - Middle,south side of playground,513 W 72ND ST,2,4/6/17,,,,,,,,,0.12,,,41.7628602,-87.63766537
694,HAMILTON (ALEXANDER),Hamilton  #2 - Low,south side of playground,513 W 72ND ST,2,4/6/17,,,,,,,,,0.906,,,41.7628602,-87.63766537
695,HAMILTON (ALEXANDER),Hamilton  #3 - High,pool deck,513 W 72ND ST,2,4/6/17,,,,,,,,,1.95,,,41.7628602,-87.63766537
696,HAMILTON (ALEXANDER),Hamilton  #3 - Low,pool deck,513 W 72ND ST,2,4/6/17,,,,,,,,,1.35,,,41.7628602,-87.63766537
697,HAMILTON (ALEXANDER),Hamilton  #4,"southeast corner, on central walking path",513 W 72ND ST,,,,,,,,,,,,,,41.7628602,-87.63766537
698,HAMLIN (HANNIBAL),Hamlin  #1,playground,3035 N HOYNE AVE,5.08,4/27/17,,,17.2,8/4/17,,,,,72,60,17,41.93731535,-87.67989346
699,HAMLIN (HANNIBAL),Hamlin  #2,pool deck,3035 N HOYNE AVE,2,4/27/17,,,,,,,,,48,190,7.2,41.93731535,-87.67989346
700,HAMLIN (HANNIBAL),Hamlin  #3,basketball court,3035 N HOYNE AVE,2,4/27/17,,,,,,,,,4.4,,,41.93731535,-87.67989346
701,HAMLIN (HANNIBAL),Hamlin  #4,at damen and nelson,3035 N HOYNE AVE,2,4/27/17,,,,,,,,,41,32,2,41.93731535,-87.67989346
702,HANSBERRY (LORRAINE),Hansberry #1 - High,at entrance on indiana,5635 S INDIANA AVE,2,4/12/17,,,2,8/1/17,,,,,7.42,,,41.8385514,-87.6227073
703,HANSBERRY (LORRAINE),Hansberry #1 - Low,at entrance on indiana,5635 S INDIANA AVE,2,4/12/17,,,2,8/1/17,,,,,,,,41.8385514,-87.6227073
704,HARDING (FREDERICK),Harding (Frederick)  #1,near playground by harding entrance,3921 W DIVISION ST,2,4/8/17,,,,,,,,,0.12,,,41.9031793,-87.677548
705,HARDING (GEORGE),Harding (George)  #1,"center of park, between playground and courts",4912 S CALUMET AVE,7.34,4/27/17,,,,,,,,,3.1,,,41.705468,-87.6149315
706,HARRIS (RYAN) MEMORIAL,Harris Meml.  #1 - High,at playground,6701 S LOWE AVE,2,4/6/17,,,,,,,,,0.12,,,41.7543129,-87.6404703
707,HARRIS (RYAN) MEMORIAL,Harris Meml.  #1 - Low,at playground,6701 S LOWE AVE,2,4/6/17,,,,,,,,,0.12,,,41.7543129,-87.6404703
708,HARRISON (CARTER),Harrison  #1 - High,northwest of comfort station at wolcott,1824 S WOOD ST,2,4/11/17,,,,,,,,,2,,,41.85680545,-87.67203621
709,HARRISON (CARTER),Harrison  #1 - Low,northwest of comfort station at wolcott,1824 S WOOD ST,2,4/11/17,,,,,,,,,2,,,41.85680545,-87.67203621
710,HARRISON (CARTER),Harrison #2 - High,entrance to playlot,1824 S WOOD ST,2,4/11/17,,,2,5/23/17,,,,,,,,41.85680545,-87.67203621
711,HARRISON (CARTER),Harrison #2 - Low,entrance to playlot,1824 S WOOD ST,2,4/27/17,,,2,5/23/17,,,,,,,,41.85680545,-87.67203621
712,HARRISON (CARTER),Harrison  #3,60' east of damen on 19th,1824 S WOOD ST,2,4/11/17,,,,,,,,,2,,,41.85680545,-87.67203621
713,HARSH (VIVIAN G.),Harsh  #1 - High,"park entrance, in front of playground",4464 S OAKENWALD AVE,2,4/28/17,,,2,8/9/17,,,,,,,,41.8114549,-87.593865
714,HARSH (VIVIAN G.),Harsh  #1 - Low,"park entrance, in front of playground",4464 S OAKENWALD AVE,2,4/28/17,,,2,8/9/17,,,,,,,,41.8114549,-87.593865
715,HARTIGAN (DAVID) BEACH,Hartigan Beach  #1,"south of albion, northeast of playground",1040 W ALBION AVE,2,4/22/17,,,,,,,,,2,,,42.00286105,-87.65785301
716,HARTIGAN (DAVID) BEACH,Hartigan Beach  #2 - High,"north of albion, on path",1040 W ALBION AVE,2,4/22/17,,,,,,,,,2,,,42.00286105,-87.65785301
717,HARTIGAN (DAVID) BEACH,Hartigan Beach  #2 - Low,"north of albion, on path",1040 W ALBION AVE,2,4/22/17,,,,,,,,,2,,,42.00286105,-87.65785301
718,HAYES (FRANCIS),Hayes  #1,playground,2936 W 85TH ST,,,,,,,,,,,,,,41.73898815,-87.69681104
719,HAYES (FRANCIS),Hayes  #2,"west side, at 84th street, on path",2936 W 85TH ST,3.3,4/18/17,,,3.51,6/9/17,,,,,243,310,2,41.73898815,-87.69681104
720,HAYES (FRANCIS),Hayes  #3,"east side, at 84th street, on path",2936 W 85TH ST,2,4/18/17,,,2,6/9/17,,,,,156,17,11,41.73898815,-87.69681104
721,HAZELNUT,Hazelnut  #1 - High,east of playground entrance,5949 W HURON ST,7.99,5/16/17,,,,,,,,,6.16,,,41.8947745,-87.635662
722,HAZELNUT,Hazelnut  #1 - Low,east of playground entrance,5949 W HURON ST,7.75,5/16/17,,,,,,,,,,,,41.8947745,-87.635662
723,HERMITAGE,Hermitage  #1 - High,in playground,5839 S WOOD ST,2,4/6/17,,,,,,,,,3.49,,,41.7872081,-87.6684676
724,HERMITAGE,Hermitage  #1 - Middle,in playground,5839 S WOOD ST,2,4/6/17,,,,,,,,,3.54,,,41.7872081,-87.6684676
725,HERMITAGE,Hermitage  #1 - Low,in playground,5839 S WOOD ST,2,4/6/17,,,,,,,,,3.26,,,41.7872081,-87.6684676
726,HERMOSA,Hermosa  #1 - High,spray pool,2240 N KILBOURN AVE,2,5/8/17,,,2,8/12/17,,,,,,,,41.92204225,-87.7396089
727,HERMOSA,Hermosa  #1 - Low,spray pool,2240 N KILBOURN AVE,2.28,5/8/17,,,2,8/12/17,,,,,,,,41.92204225,-87.7396089
728,HERMOSA,Hermosa  #2,tennis court,2240 N KILBOURN AVE,2.12,4/12/17,,,,,,,,,0.729,,,41.92204225,-87.7396089
729,HIAWATHA,Hiawatha  #1,near tennis court,8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,12,,,41.943507,-87.827298
730,HIAWATHA,Hiawatha  #2,"on orange, on sidewalk",8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,80.7,51,5.5,41.943507,-87.827298
731,HIAWATHA,Hiawatha  #3 - High,playground,8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,0.157,,,41.943507,-87.827298
732,HIAWATHA,Hiawatha  #3 - Middle,playground,8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,0.143,,,41.943507,-87.827298
733,HIAWATHA,Hiawatha  #3 - Low,playground,8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,0.166,,,41.943507,-87.827298
734,HIAWATHA,Hiawatha  #4,on path north of cornelia,8029 W FOREST PRESERVE AVE,2,4/11/17,,,,,,,,,7.75,,,41.943507,-87.827298
735,HICKORY,Hickory  #1 - High,at entrance on winthrop,4834 N WINTHROP AVE,2,4/25/17,,,,,,,,,2.5,,,41.9763558,-87.6578137
736,HICKORY,Hickory  #1 - Low,at entrance on winthrop,4834 N WINTHROP AVE,2,4/25/17,,,,,,,,,2,,,41.9763558,-87.6578137
737,HOARD (EDISON),Hoard  #1,northeast of playground,7201 S DOBSON AVE,2,4/12/17,,,,,,,,,12.9,,,41.7522007,-87.599145
